codigo,marca,razon_social,direccion,region,cod_region,comuna,cod_comuna,lat,lng,precio_93,precio_95,precio_97,precio_DI,fecha_93,fecha_95,fecha_97,fecha_DI
pb830305,Dale Combustibles,Alejandro Jara Paredes SPA,Manuel Palacios 369,Del Biobío,08,Cabrero,08303,-37.037385,-72.405196,1250000.0,1274000.0,,965000.0,2025-08-28,2025-08-28,,2025-08-07
te830301,SHELL,CRO INGENIERIA Y SERVICIOS ELECTRICOS LTDA,Ruta 5 Sur Km.470 Monte Aguila 0,Del Biobío,08,Cabrero,08303,-37.105326,-72.382850,1257000.0,1285000.0,1321000.0,986000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co830401,COPEC,SOC. COMERCIAL MONSERRAT LTDA.,AV. LOS RIOS 745,Del Biobío,08,Laja,08304,-37.271425,-72.719491,1263000.0,1281000.0,1304000.0,1007000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh830401,SHELL,Inversiones Isaran SpA,Av. Los Rios 801,Del Biobío,08,Laja,08304,-37.26947659876917,-72.72202491760254,1263000.0,1281000.0,1309000.0,1007000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te830401,Infigas,INFIGAS COMBUSTIBLES SPA,Arturo Prat 429,Del Biobío,08,Laja,08304,-37.27915664842713,-72.71733166353776,1255000.0,1275000.0,,997000.0,2025-09-22,2025-09-22,,2025-09-22
co830501,COPEC,Administradora de Ventas al Detalle Ltda.,LASTARRIA 11,Del Biobío,08,Mulchén,08305,-37.71319890348465,-72.24748313426971,1268000.0,1288000.0,1309000.0,1010000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh830501,SHELL,CRO Distribuidora de Combustibles Ltda,Av. Matta/P.Lagos 3020,Del Biobío,08,Mulchén,08305,-37.71862427269371,-72.24871158599853,1268000.0,1288000.0,1312000.0,1010000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te830501,TERPEL,INVERSIONES SCHETTINO LTDA./RUT 76.298.191-2,Anibal Pinto 170,Del Biobío,08,Mulchén,08305,-37.72015187634387,-72.24690914154053,1270000.0,1290000.0,1309000.0,1012000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co830601,COPEC,COMERCIAL BOSQUES EL MATAQUITO LIMI TADA.,"LOS CARRERA, ESQ. LAUTARO 61",Del Biobío,08,Nacimiento,08306,-37.503700060154934,-72.67782211303711,1274000.0,1293000.0,1305000.0,1012000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh830601,SHELL,Verónica  Gonzalez Navarrete Spa,Avda. Julio Hemmelman 199,Del Biobío,08,Nacimiento,08306,-37.50684706035934,-72.67369419336319,1274000.0,1293000.0,1305000.0,1012000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh830602,SHELL,COMERCIAL JARA Y CIA. LTDA.  78.090.660-k,Avda. Julio Hemmelman 165,Del Biobío,08,Nacimiento,08306,-37.509037,-72.671272,1274000.0,1293000.0,1305000.0,1012000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb830901,Combustibles Nancagua SPA,COMBUSTIBLES NANCAGUA SpA,Arturo Prat 498,Del Biobío,08,Quilleco,08309,-37.46782451208697,-71.97971704930902,982000.0,,,,2025-09-04,,,
co831101,COPEC,Sociedad Comercial e Inversiones Hermanos Parra Alvarez Limitada,PRAT 942,Del Biobío,08,Santa Bárbara,08311,-37.670471651153775,-72.01578855514526,1267000.0,1287000.0,1306000.0,1008000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te831101,SHELL,VERONICA GONZALEZ NAVARRETE,"Arturo Prat s/n, km 0,5 Camino a Los Angeles 0",Del Biobío,08,Santa Bárbara,08311,-37.66738888667302,-72.03212857246399,1267000.0,1287000.0,1306000.0,1008000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co831201,COPEC,COMERCIAL Y SERVICIOS ALUN LTDA,Lautaro 313,Del Biobío,08,Tucapel,08312,-37.292413,-71.951967,1262000.0,1287000.0,1310000.0,994000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe831201,PETROBRAS,El Volcan Combustibles Ltda.,Av. Linares 1027,Del Biobío,08,Tucapel,08312,-37.28795902810194,-71.95135921239853,1262000.0,1287000.0,1311000.0,995000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te831201,SHELL,Veronica Gonzalez Navarrete SPA,Av.   Ecuador 122,Del Biobío,08,Tucapel,08312,-37.241481806739365,-71.94371491670608,1262000.0,1287000.0,1310000.0,994000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te831201,SHELL,Veronica Gonzalez Navarrete SPA,Av.   Ecuador 122,Del Biobío,08,Tucapel,08312,-37.241481806739365,-71.94371491670608,1262000.0,1287000.0,1310000.0,994000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te831201,SHELL,Veronica Gonzalez Navarrete SPA,Av.   Ecuador 122,Del Biobío,08,Tucapel,08312,-37.241481806739365,-71.94371491670608,1262000.0,1287000.0,1310000.0,994000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co831401,COPEC,COMERCIALIZADORA Y DISTRIBUIDORA SAN MIGUEL LTDA. 76.217.461-8,"CRUZ, ESQ. LAS HERAS 0",Del Biobío,08,Yumbel,08313,-37.1040009,-72.56162990000001,1253000.0,1272000.0,1306000.0,982000.0,2025-09-20,2025-09-20,2025-09-20,2025-09-20
pb831401,Infigas,INFIGAS YUMBEL SPA,20 de Enero 440,Del Biobío,08,Yumbel,08313,-37.146557814654784,-72.5421291589737,1265000.0,1284000.0,,958000.0,2025-05-20,2025-05-20,,2025-05-20
pb831403,NEWEN,Comercial Arietis Ltda.,O'Higgins 1794,Del Biobío,08,Yumbel,08313,-37.095018,-72.561875,1261000.0,1278000.0,,992000.0,2025-10-09,2025-10-09,,2025-10-09
ab910101,ABASTIBLE,DISTRIBUIDORA Y COMERCIALIZADORA SAN JUAN SPA,Manuel Recabarren 01940,De la Araucanía,09,Temuco,09101,-38.7550651,-72.6351656,,,,,,,,
ag910101,Gasco Autogas,Autogasco,candelaria 0665,De la Araucanía,09,Temuco,09101,-38.74543150704972,-72.61513352394104,,,,,,,,
co910101,COPEC,COMERCIAL CAUTIN LIMITADA,"RUTA 5 SUR S/N, KM 682 0",De la Araucanía,09,Temuco,09101,-38.71103998741615,-72.55809903144836,1271000.0,1297000.0,1320000.0,1012000.0,2025-09-18,2025-09-18,2025-09-18,2025-09-18
co910102,COPEC,DISTRIBUIDORA DE COMBUSTIBLES LABAY RU HERMANOS LIMITADA 77348560-7,RUDECINDO ORTEGA 02011,De la Araucanía,09,Temuco,09101,-38.71108184648986,-72.55809903144836,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910104,COPEC,Administradora de Ventas al Detalle Ltda.,"GRAL. MACKENNA, ESQ. VARAS 712",De la Araucanía,09,Temuco,09101,-38.741127196266284,-72.58715406060219,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910105,COPEC,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,Rudecindo Ortega 1471,De la Araucanía,09,Temuco,09101,-38.71924389746623,-72.56734728813171,1280000.0,1305000.0,1324000.0,1023000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
co910106,COPEC,DISTRIBUIDORA DE COMB LABAYRU RU HERMANOS LIMITADA RUT: 77.348.560-7,Avda. Caupolicán 0451,De la Araucanía,09,Temuco,09101,-38.7441177522171,-72.60782718658447,128000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910107,COPEC,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,Avda. BALMACEDA 1629,De la Araucanía,09,Temuco,09101,-38.73454836923045,-72.5777918100357,1277000.0,1287000.0,1302000.0,1004000.0,2025-09-04,2025-09-04,2025-09-04,2025-09-02
co910109,COPEC,DISTRIBUIDORA DE COMBUSTIBLES JULIAN LEMP LIMITADA. / RUT: 76.258.056-K,"AV. SAN MARTIN, ESQ. URUGUAY 0884",De la Araucanía,09,Temuco,09101,-38.739184679924456,-72.61486530303955,1282000.0,1304000.0,1324000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910110,COPEC,Administradora de Ventas al Detalle Ltda.,General Mackenna 725,De la Araucanía,09,Temuco,09101,-38.741109,-72.58694430000003,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910111,COPEC,Sociedad Comercial Alejandra Sabugo y Cia. Ltda.,Av. Alemania 083,De la Araucanía,09,Temuco,09101,-38.736340,-72.602762,1279000.0,1303000.0,1326000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910112,COPEC,COMERCIAL Y SERVICIOS L Y L LTDA,RUTA S-30  KM 6.2 0,De la Araucanía,09,Temuco,09101,-38.761204,-72.684898,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
hn910101,HN,INVERSIONES HN SPA,AVENIDA PEDRO DE VALDIVIA 2610,De la Araucanía,09,Temuco,09101,-38.715217402133206,-72.6307761669159,1266000.0,1289000.0,,1021000.0,2025-10-10,2025-10-10,,2025-10-10
pb910103,ARAMCO,Esmax Red Limitada,CAMINO LABRANZA RUTA S-30 N° 09761 lote 104-1 botrolhue 0,De la Araucanía,09,Temuco,09101,-38.76032500897945,-72.71465585915381,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb910108,Coopeserau,Coopeserau. Ltda.  COOP DE SERVICIOS DE DUENOS DE AUTOTOBUSES DE CAUTIN LTDA //,Av. Caupolicán 1482,De la Araucanía,09,Temuco,09101,-38.7366476,-72.5948666,1280000.0,1303000.0,1325000.0,1022000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe910102,ARAMCO,Esmax Red Limitada,Av. Pablo Neruda esq. Inés de Suarez 0221,De la Araucanía,09,Temuco,09101,-38.73682471822592,-72.63408064842224,1282000.0,1304000.0,1327000.0,1025000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe910103,ARAMCO,Soc. Comercial Buenos Padres Spa,Av. Caupolicán 1041,De la Araucanía,09,Temuco,09101,-38.73120903484421,-72.58537173271179,1280000.0,1303000.0,1325000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe910104,ARAMCO,FERNANDO SILVA ALCAZAR Y COMPANIA LIMITADA,Gral. Mackenna esq. Antonio Varas 699,De la Araucanía,09,Temuco,09101,-38.74092112676336,-72.58675575256348,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe910105,ARAMCO,Leonel Orellana Etchevers,Av. Alemania (AUTOSERVICIO) 01591,De la Araucanía,09,Temuco,09101,-38.73117974174664,-72.62084126472473,1285000.0,1308000.0,1335000.0,1011000.0,2025-07-23,2025-07-23,2025-07-18,2025-07-23
pe910106,ARAMCO,Esmax Red Limitada,Av. Francisco Salazar ( AUTOSERVICIO) 01540,De la Araucanía,09,Temuco,09101,-38.75129708562153,-72.61713981628418,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe910107,ARAMCO,NORDESTE SPA,Barros Arana 52,De la Araucanía,09,Temuco,09101,-38.73445212493548,-72.57777571678162,,,,,,,,
pe910109,ARAMCO,Distribuidora de combustible Saavedra y Otro Ltda,Rudecindo Ortega 01139,De la Araucanía,09,Temuco,09101,-38.72248871033931,-72.57078342470089,1280000.0,1303000.0,1325000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910101,SHELL,ROJAS CASTRO COMERCIAL LTDA RUT: 78.905.680-3,Avda. pablo neruda 02030,De la Araucanía,09,Temuco,09101,-38.73821810929596,-72.63118922710419,1282000.0,1304000.0,1326000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910102,SHELL,VCM COMERCIAL LTDA,Avda. Alemania 0851,De la Araucanía,09,Temuco,09101,-38.73333066011318,-72.61493504047394,1279000.0,1303000.0,1327000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910103,SHELL,COMERCIAL DAS LTDA RUT: 76.947.930-9,Rudecindo Ortega 01161,De la Araucanía,09,Temuco,09101,-38.71468163513557,-72.56336152553558,1272000.0,1297000.0,1321000.0,1013000.0,2025-09-26,2025-09-26,2025-09-26,2025-10-08
sh910105,SHELL,INVERSIONES BUCALEMU SPA,Bulnes 195,De la Araucanía,09,Temuco,09101,-38.73063154013328,-72.58692741394043,1280000.0,1301000.0,1328000.0,1019000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910107,SHELL,SOCIEDAD DE INVERSIONES MYC LTDA,Recabarren 02530,De la Araucanía,09,Temuco,09101,-38.75632553604552,-72.64380097389221,1280000.0,1303000.0,1325000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910108,SHELL,arellanoyberoiza Ltda.,Ruta S30 N°04515 (Ruta Labranza),De la Araucanía,09,Temuco,09101,-38.756685,-72.661989,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910101,SHELL,COMERCIALIZADORA VITHAL EDUARDO NICANOR GRANT DEL RIO EIRL,Caupolicán 015,De la Araucanía,09,Temuco,09101,-38.74090439012788,-72.60364294052124,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910102,SHELL,Sociedad Com. H&D Ltda.,Nahuelbuta 01475,De la Araucanía,09,Temuco,09101,-38.719222970322235,-72.56737411022186,1280000.0,1305000.0,1325000.0,1023000.0,2025-10-09,2025-10-10,2025-10-09,2025-10-09
te910103,SHELL,"Alejandro Andres Aedo Diaz,   RUT 9161977-6",Pedro de Valdivia 2020,De la Araucanía,09,Temuco,09101,-38.717594819736064,-72.62500405311584,1270000.0,1293000.0,1326000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910104,ARAMCO,Esmax Red Limitada,Avenida Pedro de Valdivia 0405,De la Araucanía,09,Temuco,09101,-38.73132620711442,-72.60378777980804,1279000.0,1303000.0,1326000.0,1023000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-10
te910803,GULF,Distribuidora de Combustibles Hato Limitada,Basilio Urrutia 312,De la Araucanía,09,Temuco,09101,-38.73140625622671,-72.5774438337011,1282000.0,1300000.0,,1025000.0,2025-10-09,2025-10-09,,2025-10-09
te911101,Sin Bandera,Rodrigo Stuardo y Cía. Ltda.,Manuel Recabarren 03780,De la Araucanía,09,Temuco,09101,-38.757860774360836,-72.65381097793579,1283000.0,1303000.0,,1023000.0,2025-10-09,2025-10-09,,2025-10-09
pe910110,PETROBRAS,Esmax Red Limitada,Caupolicán 96,De la Araucanía,09,Temuco,09101,-38.74148950934185,-72.60327553475915,1280000.0,1303000.0,1324000.0,1023000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
pb910109,ARAMCO,Esmax red Ltda.,"Ruta S-40, 09300, Labranza",De la Araucanía,09,Temuco,09101,-38.761003428048106,-72.71468838788336,,,,,,,,
co910201,COPEC,Administradora de Ventas al Detalle Ltda.,MANUEL MONTT 15,De la Araucanía,09,Carahue,09102,-38.70980931969634,-73.15671443939209,1267000.0,1300000.0,1328000.0,1016000.0,2025-09-22,2025-09-22,2025-09-22,2025-09-22
pb910201,SUAREZ COMBUSTIBLES,COMERCIAL SUAREZ S.P.A. TROVOLHUE,TROVOLHUE 0,De la Araucanía,09,Carahue,09102,-38.63041584410563,-73.31547975540161,1284000.0,1312000.0,1339000.0,1031000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe910201,ARAMCO,SOC AGRIC GANAD. Y FORES. RIO DAMAS LTDA,Pedro de Valdivia 199,De la Araucanía,09,Carahue,09102,-38.71602941633331,-73.1661719083786,1277000.0,1306000.0,1332000.0,1030000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910201,SHELL,GT COMBUSTIBLES SPA,Las Heras 185,De la Araucanía,09,Carahue,09102,-38.710102337741674,-73.16237926483154,1275000.0,1306000.0,,1026000.0,2025-10-09,2025-10-09,,2025-10-09
co910301,COPEC,Administradora de Ventas al Detalle Ltda.,AVENIDA SANTA MARIA 130,De la Araucanía,09,Cunco,09103,-38.93076685031237,-72.03277230262756,1281000.0,1308000.0,1334000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910302,COPEC,Administradora de Ventas al Detalle Ltda.,LLAIMA 792,De la Araucanía,09,Cunco,09103,-38.932248254125085,-72.02741324901581,1281000.0,1308000.0,1334000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb910301,Sin Bandera,Navarrete y Muñoz Limitada,"Camino Freire a Cunco, Kilómetro 33, Acceso Poniente a la Localidad de Los Laureles 0",De la Araucanía,09,Cunco,09103,-38.989625,-72.256202,1288000.0,1325000.0,1335000.0,1029000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb910302,El Molino,Comercializadora y Distribuidora de Combustibles El Molino Spa,Avenida Llaima 1272,De la Araucanía,09,Cunco,09103,-38.930397,-72.023290,1281000.0,1308000.0,1334000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910401,SHELL,José Wilson Caamaño Castillo 7.804.677-5,Bernardo O´Higgins 346,De la Araucanía,09,Curarrehue,09104,-39.356840371734314,-71.58996641635895,1382000.0,1393000.0,1409000.0,1114000.0,2025-09-02,2025-09-02,2025-09-02,2025-09-02
te910401,SHELL,José Wilson Caamaño Castillo 7.804.677-5,Bernardo O´Higgins 346,De la Araucanía,09,Curarrehue,09104,-39.356840371734314,-71.58996641635895,1382000.0,1393000.0,1409000.0,1114000.0,2025-09-02,2025-09-02,2025-09-02,2025-09-02
te910401,SHELL,José Wilson Caamaño Castillo 7.804.677-5,Bernardo O´Higgins 346,De la Araucanía,09,Curarrehue,09104,-39.356840371734314,-71.58996641635895,1382000.0,1393000.0,1409000.0,1114000.0,2025-09-02,2025-09-02,2025-09-02,2025-09-02
co910501,COPEC,DISTRIBUIDORA DE COMBUSTIBLES ARAUCANIA LIMITADA,RUTA 5 SUR KM 698 0,De la Araucanía,09,Freire,09105,-38.95747744198969,-72.62629687786102,1283000.0,1306000.0,1329000.0,1025000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910501,SHELL,COMERCIAL DAS LTDA RUT: 76.947.930-9,Patricio Lynch 317,De la Araucanía,09,Freire,09105,-38.95582553244024,-72.6257711648941,1280000.0,1305000.0,1326000.0,1024000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910601,COPEC,DISTRIBUIDORA DE COMBUSTIBLES JULIAN LEMP LTDA,"MATTA, ESQ. MAIPU 0",De la Araucanía,09,Galvarino,09106,-38.41368554651199,-72.78069019317627,1297000.0,1314000.0,1334000.0,1019000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910601,ARAMCO,EDS GALVARINO SPA,Independencia 205,De la Araucanía,09,Galvarino,09106,-38.41176042627738,-72.78058290481567,1297000.0,1314000.0,1334000.0,1019000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-10
co910701,COPEC,Labayru y Villalobos Distribuidora de Combustibles ltda,Ohiggins 290,De la Araucanía,09,Gorbea,09107,-39.098127806440026,-72.67242014408112,1279000.0,1298000.0,1324000.0,1013000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te911401,SHELL,Sociedad de Inversiones e IngenierÃ­a FIT SpA,Ohiggins 940,De la Araucanía,09,Gorbea,09107,-39.10578,-72.67210,1279000.0,1298000.0,1324000.0,1013000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910801,COPEC,DISTRIBUIDORA DE COMBUSTIBLES LABAYRU LIMITADA,O'HIGGINS 1174,De la Araucanía,09,Lautaro,09108,-38.51973158007859,-72.4397599697113,1283000.0,1304000.0,1324000.0,1015000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910802,COPEC,BOERI Y CIA. LTDA. RUT: 78.329.280-7,"RUTA 5 SUR KM 645,7 0",De la Araucanía,09,Lautaro,09108,-38.52901493783368,-72.45893239974976,1282000.0,1305000.0,1326000.0,1007000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb910801,ARAMCO,INMOBILIARIA E INVERSIONES PUCON LTDA,O'higgins 1703,De la Araucanía,09,Lautaro,09108,-38.5410664075555,-72.43861734867096,1283000.0,1304000.0,1325000.0,1016000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb910803,ARAMCO,INMOBILIARIA E INVERSIONES PUCON LTDA,José Miguel Carrera 340,De la Araucanía,09,Lautaro,09108,-38.533855,-72.437828,1283000.0,1304000.0,1325000.0,1016000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te910801,SHELL,COMERCIAL MANARA SPA,"Ruta 5 Sur, Km. 652,35 0",De la Araucanía,09,Lautaro,09108,-38.605259062668864,-72.4490111694336,1279000.0,1303000.0,1325000.0,1007000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co910901,COPEC,NAHUEN LTDA.,BALMACEDA 1121,De la Araucanía,09,Loncoche,09109,-39.370783983062715,-72.63640880584717,1332000.0,1350000.0,1366000.0,1067000.0,2025-10-08,2025-10-08,2025-10-08,2025-10-08
co910902,COPEC,Administradora de Ventas al Detalle Ltda,PANAMERICANA SUR KM 748 0,De la Araucanía,09,Loncoche,09109,-39.37431713904705,-72.62323379516602,1307000.0,1333000.0,1361000.0,1035000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-10
te910901,SHELL,Jorge Eduardo Cuvertino Gómez RUT: 6.648.591-9,Manuel Bulnes 293,De la Araucanía,09,Loncoche,09109,-39.371198681992986,-72.63851165771484,1332000.0,1350000.0,,1067000.0,2025-10-09,2025-10-09,,2025-10-09
te910902,SHELL,INVERSIONES ENEX S.A.,"Ruta 5 Sur Km. 767,6, La Paz 0",De la Araucanía,09,Loncoche,09109,-39.373554125191596,-72.62666702270508,1307000.0,1333000.0,1361000.0,1035000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-10
pb911001,Sin Bandera,ADMINISTRADORA DE ESTACIONES DE SERVICIOS ANDES LLAIMA LIMITADA,Avda. Pedro Aguirre Cerda 326,De la Araucanía,09,Melipeuco,09110,-38.852306,-71.692943,1346000.0,1267000.0,,1031000.0,2025-09-17,2025-09-17,,2025-08-31
pb911002,Sin Bandera,ADMINISTRADORA DE ESTACIONES DE SERVICIOS ANDES LLAIMA LIMITADA,Pedro Aguirre Cerda 1565,De la Araucanía,09,Melipeuco,09110,-38.849682403581554,-71.68067974038388,1346000.0,1267000.0,1406000.0,1031000.0,2025-09-17,2025-09-17,2025-09-17,2025-08-31
co911101,COPEC,Comercial Berna Ltda.,O'HIGGINS 498,De la Araucanía,09,Nueva Imperial,09111,-38.74834343795996,-72.9513430595398,1280000.0,1307000.0,1334000.0,1021000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb911101,SUAREZ COMBUSTIBLES,COMBUSTIBLES SUAREZ S.P.A. IMPERIAL,JUVENCIO VALLE 989,De la Araucanía,09,Nueva Imperial,09111,-38.73999223756173,-72.94919729232788,1280000.0,1307000.0,1334000.0,1021000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb911102,SUAREZ COMBUSTIBLES,COMBUSTIBLES SUAREZ S.P.A. ALMAGRO,AV. ALMAGRO 2,De la Araucanía,09,Nueva Imperial,09111,-38.78140392923715,-72.94715881347656,1284000.0,1310000.0,1337000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb911201,ARAMCO,Inversiones Trancura SpA,Vilumilla 1511,De la Araucanía,09,Padre las Casas,09112,-38.7701131,-72.59822600000001,1276000.0,1303000.0,1324000.0,1021000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-10
pb911202,Sin Bandera,Comercializadora Stuardo Fourcade Ltda,"Ruta S-51 Lote A-2, camino Huichahue 0",De la Araucanía,09,Padre las Casas,09112,-38.780799,-72.578975,1282000.0,1302000.0,1324000.0,1023000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh910106,SHELL,SOC YAKSIC E HIJOS LTDA,Panamericana Sur Km 2 3080,De la Araucanía,09,Padre las Casas,09112,-38.76651103667808,-72.60975301265716,1279000.0,1303000.0,1325000.0,1022000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh911201,SHELL,ORZ COMERCIALIZADORA SPA,Villa Alegre 848,De la Araucanía,09,Padre las Casas,09112,-38.757597234436645,-72.59578943252563,1276000.0,1303000.0,1324000.0,1021000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co911201,COPEC,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,Huichahue 65,De la Araucanía,09,Padre las Casas,09112,-38.75955135967147,-72.59131371596446,1276000.0,1303000.0,1324000.0,1021000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co911301,COPEC,Administradora de Ventas al Detalle Ltda,Matta esq. Lastarria S/N 0,De la Araucanía,09,Perquenco,09113,-38.42007422424733,-72.37728595733643,1283000.0,1304000.0,1324000.0,1015000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh911301,SHELL,Inversiones Lugo Ltda,Panamericana sur km 623,De la Araucanía,09,Perquenco,09113,-38.35687068077948,-72.38458305182414,1281000.0,1304000.0,1328000.0,1006000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co911401,COPEC,Administradora de Ventas al Detalle Ltda.,O'HIGGINS ESQ. BALMACEDA 680,De la Araucanía,09,Pitrufquén,09114,-38.9820804945748,-72.64120995998383,1280000.0,1298000.0,1316000.0,1022000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe911401,ARAMCO,Combustibles la Quebrada ltda.,O'Higgins 290,De la Araucanía,09,Pitrufquén,09114,-38.979615986729364,-72.63758361339156,1272000.0,1292000.0,1312000.0,1012000.0,2025-09-26,2025-09-26,2025-09-26,2025-09-26
co911501,COPEC,JIMENEZ Y BASSO LIMITADA RUT: 77.150.680-1,"FRESIA, BRASIL 547",De la Araucanía,09,Pucón,09115,-39.27790411521369,-71.97537302970886,1290000.0,1309000.0,1328000.0,1031000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co911502,COPEC,Comercial Smith y Sanhueza ltda,Camino Internacional 2215,De la Araucanía,09,Pucón,09115,-39.287321125801924,-71.94444245043657,1289000.0,1311000.0,1333000.0,1031000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe911501,ARAMCO,INVERSIONES 2A SPA,CAMINO INTERNACIONAL 2175,De la Araucanía,09,Pucón,09115,-39.287060874100064,-71.94499475331192,1289000.0,1311000.0,1333000.0,1031000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-10
te911501,SHELL,Sociedad Comercial LONCOADONAI Ltda,Camino Internacional 2215,De la Araucanía,09,Pucón,09115,-39.283382,-71.951132,1289000.0,1311000.0,1333000.0,1031000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
te911502,ARAMCO,SOCIEDAD COMERCIAL TRANCURA LIMITAD,Caupolican 635,De la Araucanía,09,Pucón,09115,-39.27965230111365,-71.97688043117523,1290000.0,1311000.0,1334000.0,1032000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co911503,COPEC,Jiménez y Basso Ltda,Roberto Geiss S/N,De la Araucanía,09,Pucón,09115,-39.27566403875233,-71.98105462856543,,1355000.0,,,,2025-02-26,,
